#string_protein_id	preferred_name	protein_size	annotation
1280.SAXN108_2797	SAXN108_2797	173	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated. 
1280.SAXN108_2798	clpL	701	Required for the development of induced thermotolerance and intracellular multiplication within bovine mammary epithelial cells. 
1280.SAXN108_2799	AID41240.1	56	annotation not available
1280.SAXN108_2800	SAXN108_2800	664	Probable transporter of a GTP-driven Fe(2+) uptake system. 
1280.SAXN108_2801	AID41242.1	75	annotation not available
1280.SAXN108_2802	AID41243.1	805	annotation not available
1280.SAXN108_2803	AID41244.1	182	annotation not available
1280.SAXN108_2804	AID41245.1	47	annotation not available
1280.SAXN108_2805	rocA	514	Belongs to the aldehyde dehydrogenase family. RocA subfamily
1280.SAXN108_2806	AID41247.1	199	annotation not available
1280.SAXN108_2807	AID41248.1	63	annotation not available
1280.SAXN108_2808	copA	802	Involved in copper export. Can also probably export ferric and lead ions
1280.SAXN108_2809	copZ	68	Chaperone that serves for the intracellular sequestration and transport of Cu(+). Delivers Cu(+) to the copper-exporting P-type ATPase A (CopA) (By similarity)
1280.SAXN108_2810	AID41251.1	332	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1280.SAXN108_2811	AID41252.1	384	annotation not available
1280.SAXN108_2812	crtN	502	Involved in the biosynthesis of the yellow-orange carotenoid staphyloxanthin, which plays a role in the virulence via its protective function against oxidative stress. Catalyzes three successive dehydrogenation reactions that lead to the introduction of three double bonds into 4,4'-diapophytoene (dehydrosqualene), with 4,4'- diapophytofluene and 4,4'-diapo-zeta-carotene as intermediates, and 4,4'-diaponeurosporene (the major deep-yellow pigment in staphylococci strains) as the end product
1280.SAXN108_2813	crtM	287	Involved in the biosynthesis of the yellow-orange carotenoid staphyloxanthin, which plays a role in the virulence via its protective function against oxidative stress. Catalyzes the head-to-head condensation of two molecules of farnesyl diphosphate (FPP) into the colorless C(30) carotenoid 4,4'-diapophytoene (dehydrosqualene). 
1280.SAXN108_2814	crtQ	375	Catalyzes the glycosylation of 4,4'-diaponeurosporenoate, i.e. the esterification of glucose at the C1'' position with the carboxyl group of 4,4'-diaponeurosporenic acid, to form glycosyl-4,4'- diaponeurosporenoate. This is a step in the biosynthesis of staphyloxanthin, an orange pigment present in most staphylococci strains (By similarity)
1280.SAXN108_2815	crtP	497	Involved in the biosynthesis of the yellow-orange carotenoid staphyloxanthin, which plays a role in the virulence via its protective function against oxidative stress . Catalyzes the oxidation of the terminal methyl side group of 4,4'- diaponeurosporene to form 4,4'-diaponeurosporen-4-al (PubMed:15933032, PubMed:22535955)
1280.SAXN108_2816	crtO	165	Catalyzes the acylation of glycosyl-4,4'- diaponeurosporenoate, i.e. the esterification of glucose at the C6'' position with the carboxyl group of the C(15) fatty acid 12- methyltetradecanoic acid, to yield staphyloxanthin. This is the last step in the biosynthesis of this orange pigment, present in most staphylococci strains (By similarity)
1280.SAXN108_2817	ssaA	255	Not known; immunogenic protein
1280.SAXN108_2818	oatA	603	Responsible for O-acetylation at the C(6)-hydroxyl group of N-acetylmuramyl residues, forming the corresponding N,6-O- diacetylmuramic acid of the peptidoglycan. O-acetylation of the peptidoglycan is the major determinant for lysozyme resistance. 
1280.SAXN108_2819	isaA	233	Is able to cleave peptidoglycan. 
1280.SAXN108_2820	AID41261.1	351	annotation not available
1280.SAXN108_2821	AID41262.1	195	annotation not available
1280.SAXN108_2822	AID41263.1	106	annotation not available
1280.SAXN108_2823	AID41264.1	76	annotation not available
1280.SAXN108_2824	AID41265.1	125	annotation not available
1280.SAXN108_2825	AID41266.1	273	annotation not available
1280.SAXN108_2826	AID41267.1	99	annotation not available
1280.SAXN108_2827	AID41268.1	185	annotation not available
1280.SAXN108_2828	AID41269.1	234	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1280.SAXN108_2829	AID41270.1	336	annotation not available
1280.SAXN108_2830	AID41271.1	93	annotation not available
1280.SAXN108_2831	AID41272.1	189	Belongs to the AB hydrolase superfamily
1280.SAXN108_2832	AID41273.1	296	annotation not available
1280.SAXN108_2833	AID41274.1	446	annotation not available
1280.SAXN108_2834	AID41275.1	368	annotation not available
1280.SAXN108_2835	AID41276.1	117	annotation not available
1280.SAXN108_2836	AID41277.1	271	annotation not available
1280.SAXN108_2837	AID41278.1	480	annotation not available
1280.SAXN108_2838	AID41279.1	197	annotation not available
1280.SAXN108_2839	AID41280.1	126	annotation not available
1280.SAXN108_2840	AID41281.1	585	annotation not available
1280.SAXN108_2841	AID41282.1	281	annotation not available
1280.SAXN108_2842	AID41283.1	171	annotation not available
1280.SAXN108_2843	AID41284.1	118	annotation not available
1280.SAXN108_2844	AID41285.1	196	annotation not available
1280.SAXN108_2845	AID41286.1	348	annotation not available
1280.SAXN108_2846	AID41287.1	615	annotation not available
1280.SAXN108_2847	AID41288.1	452	annotation not available
1280.SAXN108_2848	AID41289.1	831	annotation not available
1280.SAXN108_2849	AID41290.1	127	annotation not available
1280.SAXN108_2850	AID41291.1	50	annotation not available
1280.SAXN108_2851	AID41292.1	344	annotation not available
1280.SAXN108_2852	AID41293.1	347	annotation not available
1280.SAXN108_2853	AID41294.1	100	annotation not available
1280.SAXN108_2854	AID41295.1	106	annotation not available
1280.SAXN108_2855	AID41296.1	94	annotation not available
1280.SAXN108_2856	AID41297.1	98	annotation not available
1280.SAXN108_2857	AID41298.1	122	annotation not available
1280.SAXN108_2858	AID41299.1	91	annotation not available
1280.SAXN108_2859	AID41300.1	288	Ketoamine kinase that phosphorylates ketoamines, such as erythruloselysine and ribuloselysine, on the third carbon of the sugar moiety to generate ketoamine 3-phosphate . Has higher activity on free lysine (erythruloselysine and ribuloselysine), than on ribuloselysine and erythruloselysine residues on glycated proteins 
1280.SAXN108_2860	AID41301.1	354	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor
1280.SAXN108_2861	AID41302.1	91	annotation not available
1280.SAXN108_2862	queH	240	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)
1280.SAXN108_2863	AID41304.1	149	annotation not available
1280.SAXN108_2864	AID41305.1	195	annotation not available
1280.SAXN108_2865	AID41306.1	560	annotation not available
1280.SAXN108_2866	panD	127	Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine
1280.SAXN108_2867	panC	283	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate. 
1280.SAXN108_2868	panB	272	Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha- ketoisovalerate to form ketopantoate
1280.SAXN108_2869	AID41310.1	286	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid
1280.SAXN108_2870	AID41311.1	234	Belongs to the alpha-acetolactate decarboxylase family. 
1280.SAXN108_2871	ldh2	319	Catalyzes the conversion of lactate to pyruvate (Potential). Contributes to S.aureus growth during nitrosative stress in both aerobically and anaerobically cultured cells, despite playing a secondary role in this resistance mechanism (By similarity). 
1280.SAXN108_2872	AID41313.1	482	annotation not available
1280.SAXN108_2873	AID41314.1	445	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
1280.SAXN108_2874	AID41315.1	37	annotation not available
1280.SAXN108_2875	AID41316.1	43	annotation not available
1280.SAXN108_2876	fda	296	Belongs to the class I fructose-bisphosphate aldolase family
1280.SAXN108_2877	AID41318.1	498	annotation not available
1280.SAXN108_2878	AID41319.1	532	annotation not available
1280.SAXN108_2879	AID41320.1	159	annotation not available
1280.SAXN108_2880	AID41321.1	70	Belongs to the UPF0346 family. 
1280.SAXN108_2881	betA	518	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate. 
1280.SAXN108_2882	SAXN108_2882	496	Belongs to the aldehyde dehydrogenase family. 
1280.SAXN108_2883	AID41324.1	188	Belongs to the GbsR family. 
1280.SAXN108_2884	SAXN108_2884	540	Belongs to the BCCT transporter (TC 2.A.15) family. 
1280.SAXN108_2885	AID41326.1	178	Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine
1280.SAXN108_2886	SAXN108_2886	617	annotation not available
1280.SAXN108_2887	AID41328.1	456	annotation not available
1280.SAXN108_2888	AID41329.1	37	annotation not available
1280.SAXN108_2889	AID41330.1	202	annotation not available
1280.SAXN108_2890	AID41331.1	626	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L-cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH -> FAD -> FMN to the hemoprotein component. 
1280.SAXN108_2891	AID41332.1	165	Belongs to the glutathione peroxidase family. 
1280.SAXN108_2892	AID41333.1	37	annotation not available
1280.SAXN108_2893	AID41334.1	666	annotation not available
1280.SAXN108_2894	AID41335.1	251	annotation not available
1280.SAXN108_2895	AID41336.1	295	annotation not available
1280.SAXN108_2896	AID41337.1	221	annotation not available
1280.SAXN108_2897	AID41338.1	66	annotation not available
1280.SAXN108_2898	SAXN108_2898	474	Belongs to the alkaline phosphatase family. 
1280.SAXN108_2899	AID41340.1	137	annotation not available
1280.SAXN108_2900	AID41341.1	253	annotation not available
1280.SAXN108_2901	SAXN108_2901	903	annotation not available
1280.SAXN108_2902	arcR	234	Positively regulates the expression of the arcABDCR operon under anaerobic conditions, by binding to the consensus motif 5'- TGTGAN(6)TCACA-3', thus playing an essential role in arginine catabolism. May also control the expression of genes encoding proteins which are involved in anaerobic metabolism. Can bind cyclic AMP. 
1280.SAXN108_2903	arcC2	313	annotation not available
1280.SAXN108_2904	AID41345.1	476	annotation not available
1280.SAXN108_2905	SAXN108_2905	336	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline
1280.SAXN108_2906	arcA	411	annotation not available
1280.SAXN108_2907	SAXN108_2907	149	Regulates arginine biosynthesis genes
1280.SAXN108_2908	SAXN108_2908	509	Extracellular zinc metalloprotease. 
1280.SAXN108_2909	AID41350.1	175	annotation not available
1280.SAXN108_2910	AID41351.1	157	annotation not available
1280.SAXN108_2911	AID41352.1	624	annotation not available
1280.SAXN108_2912	AID41353.1	650	annotation not available
1280.SAXN108_2913	SAXN108_2913	312	Belongs to the mannose-6-phosphate isomerase type 1 family. 
1280.SAXN108_2914	AID41355.1	993	annotation not available
1280.SAXN108_2915	AID41356.1	619	In the N-terminal section; belongs to the N-acetylmuramoyl- L-alanine amidase 2 family
1280.SAXN108_2916	SAXN108_2916	186	annotation not available
1280.SAXN108_2917	sasF	627	annotation not available
1280.SAXN108_2918	gtfB	452	Required for polymorphic O-glycosylation of the serine-rich repeat protein in this bacteria. A stabilizing protein that is part of the accessory SecA2/SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon. The GtfA-GtfB complex adds GlcNAc from UDP-GlcNAc to the substrate protein, attaching the first sugar residue. Stabilizes the glycosylation activity of GtfA. Has no N-acetylglucosaminyl transferase activity on its own
1280.SAXN108_2919	gtfA	502	Required for polymorphic O-glycosylation of the serine-rich repeat protein in this bacteria. Catalyzes the first step in glycosylation by transferring N-acetylglucosamine from UDP-GlcNAc to serine residues in the substrate protein. Part of the accessory SecA2/SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon. 
1280.SAXN108_2920	secA2	774	Part of the accessory SecA2/SecY2 system specifically required to export SraP, a serine-rich repeat cell wall protein encoded upstream in the same operon
1280.SAXN108_2921	asp3	319	Part of the accessory SecA2/SecY2 system specifically required to export SraP, a serine-rich repeat cell wall protein encoded upstream in the same operon
1280.SAXN108_2922	asp2	522	Part of the accessory SecA2/SecY2 system specifically required to export SraP, a serine-rich repeat cell wall protein encoded upstream in the same operon
